accuracy,precision,recall,f1_score,confusion_matrix,classification_report,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.075720104742508,0.0057335342622163825,0.075720104742508,0.010659899795381815,"[[    0  3213     0     0]
 [    0  3123     0     0]
 [    0 20880     0     0]
 [    0 14028     0     0]]","              precision    recall  f1-score   support

    hypernym       0.00      0.00      0.00      3213
     hyponym       0.08      1.00      0.14      3123
        none       0.00      0.00      0.00     20880
    synonymy       0.00      0.00      0.00     14028

    accuracy                           0.08     41244
   macro avg       0.02      0.25      0.04     41244
weighted avg       0.01      0.08      0.01     41244
",1726591857,checkpoint_000000,True,False,1,ec25e_00159,2024-09-17_19-50-57,1836.8280608654022,1836.8280608654022,26260,Davidovic,127.0.0.1,1836.8280608654022,1
