accuracy,precision,recall,f1_score,confusion_matrix,classification_report,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.909354327264775,0.9089465607725677,0.909354327264775,0.9068096673013328,"[[ 1664   634    54]
 [  180 11881   176]
 [   60   554  3088]]","              precision    recall  f1-score   support

    hypernym       0.87      0.71      0.78      2352
        none       0.91      0.97      0.94     12237
    synonymy       0.93      0.83      0.88      3702

    accuracy                           0.91     18291
   macro avg       0.90      0.84      0.87     18291
weighted avg       0.91      0.91      0.91     18291
",1730319173,checkpoint_000000,True,False,1,e251b_00050,2024-10-30_22-12-53,16928.346242427826,16928.346242427826,11976,Davidovic,127.0.0.1,16928.346242427826,1
